specie_id,master_species,family_molecules,synonym_species,,aphia_ID
s3475,Umbellula ambigua,Umbellulidae,,,1317091
s3476,Umbellula antarctica,Umbellulidae,,,1393589
s3477,Umbellula carpenteri,Umbellulidae,,,1392943
s3478,Umbellula dura,Umbellulidae,,,1393598
s3479,Umbellula durissima,Umbellulidae,,,183476
s3480,Umbellula guentheri,Umbellulidae,,,418863
s3481,Umbellula hemigymna,Umbellulidae,,,286669
s3482,Umbellula huxleyi,Umbellulidae,,,128530
s3483,Umbellula leptocaulis,Umbellulidae,,,1393595
s3484,Umbellula magniflora,Umbellulidae,,,173577
s3486,Umbellula pellucida,Umbellulidae,,,286670
s3487,Umbellula pomona,Umbellulidae,,,1547322
s3488,Umbellula purpurea,Umbellulidae,,,1393592
s3489,Umbellula radiata,Umbellulidae,,,1393591
s3490,Umbellula rigida,Umbellulidae,,,1393588
s3491,Umbellula rosea,Umbellulidae,,,1393594
s3492,Umbellula spicata,Umbellulidae,,,286671
s3493,Umbellula thomsoni,Umbellulidae,,,128533
s3494,Umbellula valdiviae,Umbellulidae,,,1393597
s3495,Umbellula weberi,Umbellulidae,,,1397532
s3496,Amphibelemnon namibiensis,Veretillidae,,,289394
s3497,Cavernularia capitata,Veretillidae,,,286672
s3498,Cavernularia chuni,Veretillidae,,,286673
s3499,Cavernularia dayi,Veretillidae,,,286675
s3500,Cavernularia dedeckeri,Veretillidae,,,286676
s3501,Cavernularia glans,Veretillidae,,,286677
s3502,Cavernularia habereri,Veretillidae,,,286678
s3503,Cavernularia kuekenthali,Veretillidae,,,286679
s3504,Cavernularia luetkenii,Veretillidae,,,286680
s3505,Cavernularia malabarica,Veretillidae,,,286681
s3506,Cavernularia mirifica,Veretillidae,,,286682
s3507,Cavernularia pusilla,Veretillidae,,,128535
s3508,Cavernularia subtilis,Veretillidae,,,1397427
s3509,Cavernularia vansyoci,Veretillidae,,,286684
s3510,Cavernulina darwini,Veretillidae,,,289234
s3511,Cavernulina grandiflora,Veretillidae,,,289235
s3512,Cavernulina orientalis,Veretillidae,,,289236
s3513,Lituaria amoyensis,Veretillidae,,,288086
s3514,Lituaria australasiae,Veretillidae,,,288087
s3515,Lituaria breve,Veretillidae,,,288088
s3516,Lituaria hicksoni,Veretillidae,,,288090
s3517,Lituaria kuekenthali,Veretillidae,,,288091
s3518,Lituaria molle,Veretillidae,,,288092
s3519,Lituaria phalloides,Veretillidae,,,288093
s3520,Lituaria philippinensis,Veretillidae,,,288094
s3521,Lituaria valenciennesi,Veretillidae,,,288095
s3522,Veretillum australis,Veretillidae,,,286685
s3523,Veretillum leloupi,Veretillidae,,,213066
s3524,Veretillum malayense,Veretillidae,,,286686
s3525,Veretillum manillense,Veretillidae,,,286687
s3526,Veretillum tenue,Veretillidae,,,286688
s3527,Veretillum vanderbilti,Veretillidae,,,286689
s3528,Balticina africana,Balticinidae,,,1508605
s3529,Balticina californica,Balticinidae,,,1392940
s3530,Balticina christii,Balticinidae,,,146535
s3531,Alloptilella splendida,Pennatulidae,,,1545267
s3532,Crassophyllum cristatum,Pennatulidae,,,286632
s3533,Crassophyllum thessalonicae,Pennatulidae,,,128513
s3534,Gyrophyllum hirondellei,Gyrophyllidae,,,128514
s3535,Gyrophyllum sibogae,Gyrophyllidae,,,286633
s3536,Pennatula delicata,Pennatulidae,,,286636
s3537,Pennatula fimbriata,Pennatulidae,,,286637
s3538,Pennatula indica,Pennatulidae,,,286638
s3539,Pennatula mollis,Pennatulidae,,,345450
s3540,Alloptilella moseleyi,Pennatulidae,,,1596587
s3541,Pennatula murrayi,Pennatulidae,,,221130
s3542,Pennatula naresi,Pennatulidae,,,286640
s3543,Pennatula pearceyi,Pennatulidae,,,286641
s3544,Pennatula prolifera,Pennatulidae,,,128518
s3545,Pteroeides acutum,Pennatulidae,,,286642
s3546,Pteroeides bestae,Pennatulidae,,,286644
s3547,Pteroeides bollonsi,Pennatulidae,,,742689
s3548,Pteroeides breviradiatum,Pennatulidae,,,286645
s3549,Pteroeides caledonicum,Pennatulidae,,,286646
s3550,Pteroeides carnosum,Pennatulidae,,,286647
s3551,Pteroeides crosnieri,Pennatulidae,,,286648
s3552,Pteroeides densum,Pennatulidae,,,286649
s3553,Pteroeides dofleini,Pennatulidae,,,286650
s3554,Pteroeides duebenii,Pennatulidae,,,286651
s3555,Pteroeides durum,Pennatulidae,,,286652
s3556,Pteroeides esperi,Pennatulidae,,,286653
s3557,Pteroeides flexuosum,Pennatulidae,,,286654
s3558,Pteroeides humesi,Pennatulidae,,,286655
s3559,Pteroeides isosceles,Pennatulidae,,,221132
s3560,Pteroeides jungerseni,Pennatulidae,,,286657
s3561,Pteroeides laboutei,Pennatulidae,,,286658
s3562,Pteroeides latissimum,Pennatulidae,,,286659
s3563,Pteroeides lusitanicum,Pennatulidae,,,128520
s3564,Pteroeides malayense,Pennatulidae,,,286660
s3565,Pteroeides morbusus,Pennatulidae,,,128521
s3566,Pteroeides oblongum,Pennatulidae,,,286661
s3567,Pteroeides sagamiense,Pennatulidae,,,286662
s3568,Pteroeides sparmannii,Pennatulidae,,,286663
s3569,Pteroeides spicatum,Pennatulidae,,,286664
s3570,Pteroeides timorense,Pennatulidae,,,286665
s3571,Pteroeides triangulum,Pennatulidae,,,286666
s3572,Ptilella bellissima,Pennatulidae,,,1379632
s3573,Ptilella grayi,Pennatulidae,,,1379629
s3574,Ptilella inflata,Pennatulidae,,,1379631
s3575,Sarcoptilus bollonsi,Pennatulidae,,,291015
s3576,Sarcoptilus nullispiculatus,Pennatulidae,,,291017
s3577,Sarcoptilus rigidis,Pennatulidae,,,291018
s3578,Sarcoptilus shaneparkeri,Pennatulidae,,,291019
s3579,Acanthoptilum agassizii,Virgulariidae,,,289321
s3580,Acanthoptilum album,Virgulariidae,,,289322
s3581,Acanthoptilum annulatum,Virgulariidae,,,289323
s3582,Acanthoptilum gracile,Virgulariidae,,,289324
s3583,Acanthoptilum longifolium,Virgulariidae,,,289325
s3584,Acanthoptilum oligacis,Virgulariidae,,,289326
s3585,Acanthoptilum pourtalesii,Virgulariidae,,,289327
s3586,Acanthoptilum scalpellifolium,Virgulariidae,,,289328
s3587,Grasshoffia profundica,Virgulariidae,,,991718
s3588,Grasshoffia virgularioides,Virgulariidae,,,955847
s3589,Scytaliopsis djiboutiensis,Virgulariidae,,,213045
s3590,Scytalium balssii,Virgulariidae,,,288694
s3591,Scytalium herklotsi,Virgulariidae,,,1518339
s3592,Scytalium martensii,Virgulariidae,,,288695
s3593,Scytalium sarsii,Virgulariidae,,,288696
s3594,Scytalium tentaculatum,Virgulariidae,,,288697
s3595,Stylatula antillarum,Virgulariidae,,,286690
s3596,Stylatula austropacifica,Virgulariidae,,,286691
s3597,Stylatula brasiliensis,Virgulariidae,,,286692
s3598,Stylatula columbiana,Virgulariidae,,,1466306
s3599,Stylatula darwinii,Virgulariidae,,,286693
s3600,Stylatula diminutiva,Virgulariidae,,,955839
s3601,Stylatula elegans,Virgulariidae,,,128537
s3602,Stylatula elongata,Virgulariidae,,,286695
s3603,Stylatula gracilis,Virgulariidae,,,1393629
s3604,Stylatula kinbergii,Virgulariidae,,,286697
s3605,Stylatula lacazii,Virgulariidae,,,286698
s3606,Stylatula macphersoni,Virgulariidae,,,286699
s3607,Stylatula polyzoidea,Virgulariidae,,,286700
s3608,Virgularia abies,Virgulariidae,,,286701
s3609,Virgularia alba,Virgulariidae,,,286703
s3610,Virgularia brochi,Virgulariidae,,,286704
s3611,Virgularia bromleyi,Virgulariidae,,,286705
s3612,Virgularia densa,Virgulariidae,,,286706
s3613,Virgularia galapagensis,Virgulariidae,,,286707
s3614,Virgularia glacialis,Virgulariidae,,,128538
s3615,Virgularia gustaviana,Virgulariidae,,,213071
s3616,Virgularia halisceptrum,Virgulariidae,,,286709
s3617,Virgularia kophameli,Virgulariidae,,,286711
s3618,Virgularia presbytes,Virgulariidae,,,286712
s3619,Virgularia reinwardtii,Virgulariidae,,,286713
s3620,Virgularia rubra,Virgulariidae,,,1397538
s3621,Virgularia rumphii,Virgulariidae,,,286714
s3622,Virgularia schultzei,Virgulariidae,,,213070
s3623,Virgularia tuberculata,Virgulariidae,,,128540
s3624,Muricea echinata,Plexauridae,,,287558
s3655,Thesea gracilis,uncertain,,,1515027
s3625,Thesea gracilis,uncertain,,,286432
s3626,Umbellula koellikeri,Umbellulidae,,,1393593
s3627,Sarcophyton flexuosum,Sarcophytidae,,,209620
s3628,Sarcophyton infundibuliforme,Sarcophytidae,,,209623
s3629,Kotatea amicispongia,Alcyoniidae,,,1602295
s3630,Kotatea kapotaiora,Alcyoniidae,,,1602296
s3631,Kotatea kurakootingotingo,Alcyoniidae,,,1602297
s3632,Kotatea lobata,Alcyoniidae,,,1602298
s3633,Kotatea niwa,Alcyoniidae,,,1602299
s3634,Kotatea raekura,Alcyoniidae,,,1602300
s3635,Kotatea teorowai,Alcyoniidae,,,1602301
s3636,Ushanaia fervens,Alcyoniidae,,,1602304
s3656,Ushanaia ferruginea,Alcyoniidae,,,1602303
s3659,Ushanaia solida,Alcyoniidae,,,1602305
s3657,Thouarella (Thouarella) diadema,Primnoidae,,,286559
s3660,Chrysogorgia carolinensis,Chrysogorgiidae,,,1613582
s3661,Eugorgia beebei,Gorgoniidae,,,744366
s3658,Thouarella amundseni,Primnoidae,,,Not yet in WORMS
s3662,Thouarella dolichoespinosa,Primnoidae,,,Not yet in WORMS
s3644,Thouarella pseudoislai,Primnoidae,,,Not yet in WORMS
s3645,Leptogorgia dictynna,Gorgoniidae,,,Not yet in WORMS
s3646,Sarcophyton gemmatum,Sarcophytidae,,,288295
s3647,Sarcophyton pauciplicatum,Sarcophytidae,,,288301
s3648,Nicella alba,Ellisellidae,,,1564516
s3663,Mollecorallium aenigmaticum,Coralliidae,,,1701569
s3664,Aliena parva,Pterogorgiidae,,,1670127
